document_id,review_text,sentiment
490,Excellent-The best we can purchase with small amounts purchased for 42999/- at offer from amazon,positive
491,Osome product but I suggest get iPhone 11 updated version of iPhone XR.,positive
492,Beautiful phone. Great camera. I just feel that the phone gets heated a bit I guess I am not sure though as it’s my first day on this phone and have been constantly playing online games,positive
493,Value of money is excellent but little costly,positive
494,evrything is good.problem compared with mi poco f1 Rs15000.waste of money..,negative
495,"I love apple products, have been using them since 2009 and this is the finest iPhone I’ve ever used.",positive
496,"I received my order yesterday and the voice recorder is defective, have spoken to apple support, after troubleshooting they recommended I get it checked at an authorised service centre as it seems to be a defected piece.",negative
497,"I bought this phone on Big billion day. It was well packed and the phone is very good. Battery quality and camera quality is  amazing. Those who do not buy yet and thinking for it, go for it, it will not disappoint you.",positive
498,"Size is bit over, good battery life than previous products. If you were using iPhone 6,6s or 7 might find it bigger to hold because it’s size is 6.1 which quite big for iPhone if you never used plus editions.",neutral
499,Faulty charging cable it charges phone only from one side. When buying online check every aspect before actually using it,neutral
